kind,case_id,blind_order,operator,session_utc,input_midi_sha256,reference_output_sha256,optimized_output_sha256,family,role,address,top1_correct,top3_correct,false_positive,preference,mud_failure,status,stuck_note,wrong_program,lost_articulation,playback_error,comments
fx,FX_FOUNDATION_DRUM_23,A_REFERENCE_B_OPTIMIZED,,,,,,,FOUNDATION_DRUM,,,,,,,,,,,,
fx,FX_FOUNDATION_DRUM_24,A_OPTIMIZED_B_REFERENCE,,,,,,,FOUNDATION_DRUM,,,,,,,,,,,,
fx,FX_FOUNDATION_DRUM_25,A_OPTIMIZED_B_REFERENCE,,,,,,,FOUNDATION_DRUM,,,,,,,,,,,,
fx,FX_FOUNDATION_DRUM_26,A_REFERENCE_B_OPTIMIZED,,,,,,,FOUNDATION_DRUM,,,,,,,,,,,,
fx,FX_FOUNDATION_DRUM_27,A_REFERENCE_B_OPTIMIZED,,,,,,,FOUNDATION_DRUM,,,,,,,,,,,,
fx,FX_FOUNDATION_DRUM_28,A_REFERENCE_B_OPTIMIZED,,,,,,,FOUNDATION_DRUM,,,,,,,,,,,,
fx,FX_FOUNDATION_DRUM_29,A_OPTIMIZED_B_REFERENCE,,,,,,,FOUNDATION_DRUM,,,,,,,,,,,,
fx,FX_FOUNDATION_DRUM_30,A_OPTIMIZED_B_REFERENCE,,,,,,,FOUNDATION_DRUM,,,,,,,,,,,,
fx,FX_FOUNDATION_BASS_01,A_OPTIMIZED_B_REFERENCE,,,,,,,FOUNDATION_BASS,,,,,,,,,,,,
fx,FX_FOUNDATION_BASS_02,A_OPTIMIZED_B_REFERENCE,,,,,,,FOUNDATION_BASS,,,,,,,,,,,,
fx,FX_FOUNDATION_BASS_03,A_OPTIMIZED_B_REFERENCE,,,,,,,FOUNDATION_BASS,,,,,,,,,,,,
fx,FX_FOUNDATION_BASS_04,A_REFERENCE_B_OPTIMIZED,,,,,,,FOUNDATION_BASS,,,,,,,,,,,,
fx,FX_FOUNDATION_BASS_05,A_REFERENCE_B_OPTIMIZED,,,,,,,FOUNDATION_BASS,,,,,,,,,,,,
fx,FX_FOUNDATION_BASS_06,A_OPTIMIZED_B_REFERENCE,,,,,,,FOUNDATION_BASS,,,,,,,,,,,,
fx,FX_FOUNDATION_BASS_07,A_OPTIMIZED_B_REFERENCE,,,,,,,FOUNDATION_BASS,,,,,,,,,,,,
fx,FX_FOUNDATION_BASS_08,A_REFERENCE_B_OPTIMIZED,,,,,,,FOUNDATION_BASS,,,,,,,,,,,,
fx,FX_FOUNDATION_BASS_09,A_OPTIMIZED_B_REFERENCE,,,,,,,FOUNDATION_BASS,,,,,,,,,,,,
fx,FX_FOUNDATION_BASS_10,A_OPTIMIZED_B_REFERENCE,,,,,,,FOUNDATION_BASS,,,,,,,,,,,,
fx,FX_FOUNDATION_BASS_11,A_REFERENCE_B_OPTIMIZED,,,,,,,FOUNDATION_BASS,,,,,,,,,,,,
fx,FX_FOUNDATION_BASS_12,A_REFERENCE_B_OPTIMIZED,,,,,,,FOUNDATION_BASS,,,,,,,,,,,,
fx,FX_FOUNDATION_BASS_13,A_REFERENCE_B_OPTIMIZED,,,,,,,FOUNDATION_BASS,,,,,,,,,,,,
fx,FX_FOUNDATION_BASS_14,A_OPTIMIZED_B_REFERENCE,,,,,,,FOUNDATION_BASS,,,,,,,,,,,,
fx,FX_FOUNDATION_BASS_15,A_OPTIMIZED_B_REFERENCE,,,,,,,FOUNDATION_BASS,,,,,,,,,,,,
fx,FX_FOUNDATION_BASS_16,A_OPTIMIZED_B_REFERENCE,,,,,,,FOUNDATION_BASS,,,,,,,,,,,,
fx,FX_FOUNDATION_BASS_17,A_OPTIMIZED_B_REFERENCE,,,,,,,FOUNDATION_BASS,,,,,,,,,,,,
fx,FX_FOUNDATION_BASS_18,A_OPTIMIZED_B_REFERENCE,,,,,,,FOUNDATION_BASS,,,,,,,,,,,,
fx,FX_FOUNDATION_BASS_19,A_REFERENCE_B_OPTIMIZED,,,,,,,FOUNDATION_BASS,,,,,,,,,,,,
fx,FX_FOUNDATION_BASS_20,A_OPTIMIZED_B_REFERENCE,,,,,,,FOUNDATION_BASS,,,,,,,,,,,,
fx,FX_FOUNDATION_BASS_21,A_REFERENCE_B_OPTIMIZED,,,,,,,FOUNDATION_BASS,,,,,,,,,,,,
fx,FX_FOUNDATION_BASS_22,A_REFERENCE_B_OPTIMIZED,,,,,,,FOUNDATION_BASS,,,,,,,,,,,,
fx,FX_FOUNDATION_BASS_23,A_REFERENCE_B_OPTIMIZED,,,,,,,FOUNDATION_BASS,,,,,,,,,,,,
fx,FX_FOUNDATION_BASS_24,A_REFERENCE_B_OPTIMIZED,,,,,,,FOUNDATION_BASS,,,,,,,,,,,,
fx,FX_FOUNDATION_BASS_25,A_OPTIMIZED_B_REFERENCE,,,,,,,FOUNDATION_BASS,,,,,,,,,,,,
fx,FX_FOUNDATION_BASS_26,A_OPTIMIZED_B_REFERENCE,,,,,,,FOUNDATION_BASS,,,,,,,,,,,,
fx,FX_FOUNDATION_BASS_27,A_REFERENCE_B_OPTIMIZED,,,,,,,FOUNDATION_BASS,,,,,,,,,,,,
fx,FX_FOUNDATION_BASS_28,A_REFERENCE_B_OPTIMIZED,,,,,,,FOUNDATION_BASS,,,,,,,,,,,,
fx,FX_FOUNDATION_BASS_29,A_REFERENCE_B_OPTIMIZED,,,,,,,FOUNDATION_BASS,,,,,,,,,,,,
fx,FX_FOUNDATION_BASS_30,A_OPTIMIZED_B_REFERENCE,,,,,,,FOUNDATION_BASS,,,,,,,,,,,,
fx,FX_LEAD_01,A_OPTIMIZED_B_REFERENCE,,,,,,,LEAD,,,,,,,,,,,,
fx,FX_LEAD_02,A_REFERENCE_B_OPTIMIZED,,,,,,,LEAD,,,,,,,,,,,,
fx,FX_LEAD_03,A_REFERENCE_B_OPTIMIZED,,,,,,,LEAD,,,,,,,,,,,,
fx,FX_LEAD_04,A_REFERENCE_B_OPTIMIZED,,,,,,,LEAD,,,,,,,,,,,,
fx,FX_LEAD_05,A_REFERENCE_B_OPTIMIZED,,,,,,,LEAD,,,,,,,,,,,,
fx,FX_LEAD_06,A_REFERENCE_B_OPTIMIZED,,,,,,,LEAD,,,,,,,,,,,,
fx,FX_LEAD_07,A_OPTIMIZED_B_REFERENCE,,,,,,,LEAD,,,,,,,,,,,,
fx,FX_LEAD_08,A_OPTIMIZED_B_REFERENCE,,,,,,,LEAD,,,,,,,,,,,,
fx,FX_LEAD_09,A_REFERENCE_B_OPTIMIZED,,,,,,,LEAD,,,,,,,,,,,,
fx,FX_LEAD_10,A_OPTIMIZED_B_REFERENCE,,,,,,,LEAD,,,,,,,,,,,,
fx,FX_LEAD_11,A_REFERENCE_B_OPTIMIZED,,,,,,,LEAD,,,,,,,,,,,,
fx,FX_LEAD_12,A_OPTIMIZED_B_REFERENCE,,,,,,,LEAD,,,,,,,,,,,,
fx,FX_LEAD_13,A_OPTIMIZED_B_REFERENCE,,,,,,,LEAD,,,,,,,,,,,,
fx,FX_LEAD_14,A_OPTIMIZED_B_REFERENCE,,,,,,,LEAD,,,,,,,,,,,,
fx,FX_LEAD_15,A_REFERENCE_B_OPTIMIZED,,,,,,,LEAD,,,,,,,,,,,,
fx,FX_LEAD_16,A_REFERENCE_B_OPTIMIZED,,,,,,,LEAD,,,,,,,,,,,,
fx,FX_LEAD_17,A_OPTIMIZED_B_REFERENCE,,,,,,,LEAD,,,,,,,,,,,,
fx,FX_LEAD_18,A_OPTIMIZED_B_REFERENCE,,,,,,,LEAD,,,,,,,,,,,,
fx,FX_LEAD_19,A_REFERENCE_B_OPTIMIZED,,,,,,,LEAD,,,,,,,,,,,,
fx,FX_LEAD_20,A_REFERENCE_B_OPTIMIZED,,,,,,,LEAD,,,,,,,,,,,,
fx,FX_LEAD_21,A_REFERENCE_B_OPTIMIZED,,,,,,,LEAD,,,,,,,,,,,,
fx,FX_LEAD_22,A_OPTIMIZED_B_REFERENCE,,,,,,,LEAD,,,,,,,,,,,,
fx,FX_LEAD_23,A_OPTIMIZED_B_REFERENCE,,,,,,,LEAD,,,,,,,,,,,,
fx,FX_LEAD_24,A_REFERENCE_B_OPTIMIZED,,,,,,,LEAD,,,,,,,,,,,,
fx,FX_LEAD_25,A_REFERENCE_B_OPTIMIZED,,,,,,,LEAD,,,,,,,,,,,,
fx,FX_LEAD_26,A_REFERENCE_B_OPTIMIZED,,,,,,,LEAD,,,,,,,,,,,,
fx,FX_LEAD_27,A_REFERENCE_B_OPTIMIZED,,,,,,,LEAD,,,,,,,,,,,,
fx,FX_LEAD_28,A_OPTIMIZED_B_REFERENCE,,,,,,,LEAD,,,,,,,,,,,,
fx,FX_LEAD_29,A_REFERENCE_B_OPTIMIZED,,,,,,,LEAD,,,,,,,,,,,,
fx,FX_LEAD_30,A_REFERENCE_B_OPTIMIZED,,,,,,,LEAD,,,,,,,,,,,,
fx,FX_HARMONIC_COMP_01,A_REFERENCE_B_OPTIMIZED,,,,,,,HARMONIC_COMP,,,,,,,,,,,,
fx,FX_HARMONIC_COMP_02,A_OPTIMIZED_B_REFERENCE,,,,,,,HARMONIC_COMP,,,,,,,,,,,,
fx,FX_HARMONIC_COMP_03,A_REFERENCE_B_OPTIMIZED,,,,,,,HARMONIC_COMP,,,,,,,,,,,,
fx,FX_HARMONIC_COMP_04,A_OPTIMIZED_B_REFERENCE,,,,,,,HARMONIC_COMP,,,,,,,,,,,,
fx,FX_HARMONIC_COMP_05,A_REFERENCE_B_OPTIMIZED,,,,,,,HARMONIC_COMP,,,,,,,,,,,,
fx,FX_HARMONIC_COMP_06,A_OPTIMIZED_B_REFERENCE,,,,,,,HARMONIC_COMP,,,,,,,,,,,,
fx,FX_HARMONIC_COMP_07,A_OPTIMIZED_B_REFERENCE,,,,,,,HARMONIC_COMP,,,,,,,,,,,,
fx,FX_HARMONIC_COMP_08,A_OPTIMIZED_B_REFERENCE,,,,,,,HARMONIC_COMP,,,,,,,,,,,,
fx,FX_HARMONIC_COMP_09,A_OPTIMIZED_B_REFERENCE,,,,,,,HARMONIC_COMP,,,,,,,,,,,,
fx,FX_HARMONIC_COMP_10,A_REFERENCE_B_OPTIMIZED,,,,,,,HARMONIC_COMP,,,,,,,,,,,,
fx,FX_HARMONIC_COMP_11,A_REFERENCE_B_OPTIMIZED,,,,,,,HARMONIC_COMP,,,,,,,,,,,,
fx,FX_HARMONIC_COMP_12,A_OPTIMIZED_B_REFERENCE,,,,,,,HARMONIC_COMP,,,,,,,,,,,,
fx,FX_HARMONIC_COMP_13,A_REFERENCE_B_OPTIMIZED,,,,,,,HARMONIC_COMP,,,,,,,,,,,,
fx,FX_HARMONIC_COMP_14,A_OPTIMIZED_B_REFERENCE,,,,,,,HARMONIC_COMP,,,,,,,,,,,,
fx,FX_HARMONIC_COMP_15,A_OPTIMIZED_B_REFERENCE,,,,,,,HARMONIC_COMP,,,,,,,,,,,,
fx,FX_HARMONIC_COMP_16,A_OPTIMIZED_B_REFERENCE,,,,,,,HARMONIC_COMP,,,,,,,,,,,,
fx,FX_HARMONIC_COMP_17,A_OPTIMIZED_B_REFERENCE,,,,,,,HARMONIC_COMP,,,,,,,,,,,,
fx,FX_HARMONIC_COMP_18,A_REFERENCE_B_OPTIMIZED,,,,,,,HARMONIC_COMP,,,,,,,,,,,,
fx,FX_HARMONIC_COMP_19,A_OPTIMIZED_B_REFERENCE,,,,,,,HARMONIC_COMP,,,,,,,,,,,,
fx,FX_HARMONIC_COMP_20,A_OPTIMIZED_B_REFERENCE,,,,,,,HARMONIC_COMP,,,,,,,,,,,,
fx,FX_HARMONIC_COMP_21,A_REFERENCE_B_OPTIMIZED,,,,,,,HARMONIC_COMP,,,,,,,,,,,,
fx,FX_HARMONIC_COMP_22,A_REFERENCE_B_OPTIMIZED,,,,,,,HARMONIC_COMP,,,,,,,,,,,,
fx,FX_HARMONIC_COMP_23,A_OPTIMIZED_B_REFERENCE,,,,,,,HARMONIC_COMP,,,,,,,,,,,,
fx,FX_HARMONIC_COMP_24,A_OPTIMIZED_B_REFERENCE,,,,,,,HARMONIC_COMP,,,,,,,,,,,,
fx,FX_HARMONIC_COMP_25,A_OPTIMIZED_B_REFERENCE,,,,,,,HARMONIC_COMP,,,,,,,,,,,,
fx,FX_HARMONIC_COMP_26,A_OPTIMIZED_B_REFERENCE,,,,,,,HARMONIC_COMP,,,,,,,,,,,,
fx,FX_HARMONIC_COMP_27,A_OPTIMIZED_B_REFERENCE,,,,,,,HARMONIC_COMP,,,,,,,,,,,,
fx,FX_HARMONIC_COMP_28,A_OPTIMIZED_B_REFERENCE,,,,,,,HARMONIC_COMP,,,,,,,,,,,,
fx,FX_HARMONIC_COMP_29,A_OPTIMIZED_B_REFERENCE,,,,,,,HARMONIC_COMP,,,,,,,,,,,,
fx,FX_HARMONIC_COMP_30,A_OPTIMIZED_B_REFERENCE,,,,,,,HARMONIC_COMP,,,,,,,,,,,,
fx,FX_PAD_BACKGROUND_01,A_REFERENCE_B_OPTIMIZED,,,,,,,PAD_BACKGROUND,,,,,,,,,,,,
fx,FX_PAD_BACKGROUND_02,A_OPTIMIZED_B_REFERENCE,,,,,,,PAD_BACKGROUND,,,,,,,,,,,,
fx,FX_PAD_BACKGROUND_03,A_OPTIMIZED_B_REFERENCE,,,,,,,PAD_BACKGROUND,,,,,,,,,,,,
fx,FX_PAD_BACKGROUND_04,A_REFERENCE_B_OPTIMIZED,,,,,,,PAD_BACKGROUND,,,,,,,,,,,,
fx,FX_PAD_BACKGROUND_05,A_OPTIMIZED_B_REFERENCE,,,,,,,PAD_BACKGROUND,,,,,,,,,,,,
fx,FX_PAD_BACKGROUND_06,A_OPTIMIZED_B_REFERENCE,,,,,,,PAD_BACKGROUND,,,,,,,,,,,,
fx,FX_PAD_BACKGROUND_07,A_OPTIMIZED_B_REFERENCE,,,,,,,PAD_BACKGROUND,,,,,,,,,,,,
fx,FX_PAD_BACKGROUND_08,A_REFERENCE_B_OPTIMIZED,,,,,,,PAD_BACKGROUND,,,,,,,,,,,,
fx,FX_PAD_BACKGROUND_09,A_OPTIMIZED_B_REFERENCE,,,,,,,PAD_BACKGROUND,,,,,,,,,,,,
fx,FX_PAD_BACKGROUND_10,A_OPTIMIZED_B_REFERENCE,,,,,,,PAD_BACKGROUND,,,,,,,,,,,,
fx,FX_PAD_BACKGROUND_11,A_REFERENCE_B_OPTIMIZED,,,,,,,PAD_BACKGROUND,,,,,,,,,,,,
fx,FX_PAD_BACKGROUND_12,A_OPTIMIZED_B_REFERENCE,,,,,,,PAD_BACKGROUND,,,,,,,,,,,,
fx,FX_PAD_BACKGROUND_13,A_OPTIMIZED_B_REFERENCE,,,,,,,PAD_BACKGROUND,,,,,,,,,,,,
fx,FX_PAD_BACKGROUND_14,A_REFERENCE_B_OPTIMIZED,,,,,,,PAD_BACKGROUND,,,,,,,,,,,,
fx,FX_PAD_BACKGROUND_15,A_REFERENCE_B_OPTIMIZED,,,,,,,PAD_BACKGROUND,,,,,,,,,,,,
fx,FX_PAD_BACKGROUND_16,A_OPTIMIZED_B_REFERENCE,,,,,,,PAD_BACKGROUND,,,,,,,,,,,,
fx,FX_PAD_BACKGROUND_17,A_OPTIMIZED_B_REFERENCE,,,,,,,PAD_BACKGROUND,,,,,,,,,,,,
fx,FX_PAD_BACKGROUND_18,A_OPTIMIZED_B_REFERENCE,,,,,,,PAD_BACKGROUND,,,,,,,,,,,,
fx,FX_PAD_BACKGROUND_19,A_OPTIMIZED_B_REFERENCE,,,,,,,PAD_BACKGROUND,,,,,,,,,,,,
fx,FX_PAD_BACKGROUND_20,A_OPTIMIZED_B_REFERENCE,,,,,,,PAD_BACKGROUND,,,,,,,,,,,,
fx,FX_PAD_BACKGROUND_21,A_OPTIMIZED_B_REFERENCE,,,,,,,PAD_BACKGROUND,,,,,,,,,,,,
fx,FX_PAD_BACKGROUND_22,A_REFERENCE_B_OPTIMIZED,,,,,,,PAD_BACKGROUND,,,,,,,,,,,,
fx,FX_PAD_BACKGROUND_23,A_REFERENCE_B_OPTIMIZED,,,,,,,PAD_BACKGROUND,,,,,,,,,,,,
fx,FX_PAD_BACKGROUND_24,A_OPTIMIZED_B_REFERENCE,,,,,,,PAD_BACKGROUND,,,,,,,,,,,,
fx,FX_PAD_BACKGROUND_25,A_REFERENCE_B_OPTIMIZED,,,,,,,PAD_BACKGROUND,,,,,,,,,,,,
fx,FX_PAD_BACKGROUND_26,A_REFERENCE_B_OPTIMIZED,,,,,,,PAD_BACKGROUND,,,,,,,,,,,,
fx,FX_PAD_BACKGROUND_27,A_OPTIMIZED_B_REFERENCE,,,,,,,PAD_BACKGROUND,,,,,,,,,,,,
fx,FX_PAD_BACKGROUND_28,A_REFERENCE_B_OPTIMIZED,,,,,,,PAD_BACKGROUND,,,,,,,,,,,,
fx,FX_PAD_BACKGROUND_29,A_OPTIMIZED_B_REFERENCE,,,,,,,PAD_BACKGROUND,,,,,,,,,,,,
fx,FX_PAD_BACKGROUND_30,A_REFERENCE_B_OPTIMIZED,,,,,,,PAD_BACKGROUND,,,,,,,,,,,,
dnc,DNC_01,A_REFERENCE_B_OPTIMIZED,,,,,,PIANO,,121.25.4,,,,,,UNKNOWN,,,,,
dnc,DNC_02,A_REFERENCE_B_OPTIMIZED,,,,,,PIANO,,121.26.4,,,,,,UNKNOWN,,,,,
dnc,DNC_03,A_REFERENCE_B_OPTIMIZED,,,,,,ACCORDION_REED,,121.5.22,,,,,,UNKNOWN,,,,,
dnc,DNC_04,A_REFERENCE_B_OPTIMIZED,,,,,,ORGAN,,121.13.18,,,,,,UNKNOWN,,,,,
dnc,DNC_05,A_OPTIMIZED_B_REFERENCE,,,,,,GUITAR,,121.18.24,,,,,,UNKNOWN,,,,,
dnc,DNC_06,A_REFERENCE_B_OPTIMIZED,,,,,,GUITAR,,121.19.24,,,,,,UNKNOWN,,,,,
dnc,DNC_07,A_OPTIMIZED_B_REFERENCE,,,,,,GUITAR,,121.34.25,,,,,,UNKNOWN,,,,,
dnc,DNC_08,A_REFERENCE_B_OPTIMIZED,,,,,,GUITAR,,121.35.25,,,,,,UNKNOWN,,,,,
dnc,DNC_09,A_OPTIMIZED_B_REFERENCE,,,,,,GUITAR,,121.7.26,,,,,,UNKNOWN,,,,,
dnc,DNC_10,A_REFERENCE_B_OPTIMIZED,,,,,,GUITAR,,121.3.29,,,,,,UNKNOWN,,,,,
dnc,DNC_11,A_REFERENCE_B_OPTIMIZED,,,,,,ENSEMBLE,,121.7.49,,,,,,UNKNOWN,,,,,
dnc,DNC_12,A_OPTIMIZED_B_REFERENCE,,,,,,ENSEMBLE,,121.8.49,,,,,,UNKNOWN,,,,,
dnc,DNC_13,A_REFERENCE_B_OPTIMIZED,,,,,,ENSEMBLE,,121.20.52,,,,,,UNKNOWN,,,,,
dnc,DNC_14,A_OPTIMIZED_B_REFERENCE,,,,,,BRASS,,121.24.56,,,,,,UNKNOWN,,,,,
dnc,DNC_15,A_REFERENCE_B_OPTIMIZED,,,,,,BRASS,,121.25.56,,,,,,UNKNOWN,,,,,
dnc,DNC_16,A_OPTIMIZED_B_REFERENCE,,,,,,BRASS,,121.13.57,,,,,,UNKNOWN,,,,,
dnc,DNC_17,A_REFERENCE_B_OPTIMIZED,,,,,,REED,,121.12.65,,,,,,UNKNOWN,,,,,
dnc,DNC_18,A_REFERENCE_B_OPTIMIZED,,,,,,REED,,121.12.66,,,,,,UNKNOWN,,,,,
dnc,DNC_19,A_OPTIMIZED_B_REFERENCE,,,,,,REED,,121.13.71,,,,,,UNKNOWN,,,,,
dnc,DNC_20,A_REFERENCE_B_OPTIMIZED,,,,,,PIPE,,121.11.73,,,,,,UNKNOWN,,,,,
dnc,DNC_21,A_OPTIMIZED_B_REFERENCE,,,,,,PIPE,,121.5.78,,,,,,UNKNOWN,,,,,
dnc,DNC_22,A_REFERENCE_B_OPTIMIZED,,,,,,SYNTH_FX,,121.3.96,,,,,,UNKNOWN,,,,,
dnc,DNC_23,A_OPTIMIZED_B_REFERENCE,,,,,,BASS,,121.16.33,,,,,,UNKNOWN,,,,,
