kind,role,element,fingerprint,segments,styles,example_files
RHYTHM,ACC1,Variation 1,fe16c3dbabb93bff,9,5,"[""Factory Styles/Acoustic Bld_3_4.mid"",""Factory Styles/Disco Schlager.mid"",""Factory Styles/Hollywood 2.mid"",""Factory Styles/Pop Schlager.mid"",""Factory Styles/Schlager 2.mid""]"
RHYTHM,ACC4,Variation 2,c19637d579edc933,9,5,"[""Factory Styles/Alpen Rock.mid"",""Factory Styles/Fashion Funk.mid"",""Factory Styles/Schlager 3.mid"",""Factory Styles/Schlager Rhumba.mid"",""Factory Styles/SchlagerShuffle1.mid""]"
RHYTHM,BASS,Fill 1,f778440d00c4a9df,9,5,"[""Factory Styles/Broadway.mid"",""Factory Styles/Hollywood 2.mid"",""Factory Styles/Party Polka.mid"",""Factory Styles/Tap Dance.mid"",""Factory Styles/Volkst_ Schlager.mid""]"
RHYTHM,PERC,Fill 2,eff7f5b5b7138bb4,9,5,"[""Factory Styles/German Waltz 1.mid"",""Factory Styles/German Waltz 2.mid"",""Factory Styles/Irish Waltz.mid"",""Factory Styles/Oberkr_ Waltz 1.mid"",""Factory Styles/Oberkr_ Waltz 2.mid""]"
RHYTHM,ACC2,Variation 1,e9865b564f64dda5,9,5,"[""Factory Styles/German Waltz 1.mid"",""Factory Styles/German Waltz 2.mid"",""Factory Styles/Oberkr_ Waltz 1.mid"",""Factory Styles/Slow Waltz 2.mid"",""Factory Styles/Vienna Waltz.mid""]"
RHYTHM,BASS,Fill 2,692031560615db20,8,5,"[""Factory Styles/Acoustic Bld_3_4.mid"",""Factory Styles/Bluegrass.mid"",""Factory Styles/Broadway.mid"",""Factory Styles/Hollywood 1.mid"",""Factory Styles/Party Polka.mid""]"
RHYTHM,PERC,Variation 1,295ab2fd02be5343,8,5,"[""Factory Styles/Analog Ballad 1.mid"",""Factory Styles/Disco Schlager.mid"",""Factory Styles/German Polka.mid"",""Factory Styles/Medium Schlager.mid"",""Factory Styles/Schlager Rhumba.mid""]"
RHYTHM,BASS,Variation 2,abe69ae507a0b9ec,8,5,"[""Factory Styles/Argentina Tango.mid"",""Factory Styles/Big Band Jump.mid"",""Factory Styles/English Tango.mid"",""Factory Styles/Hully Gully.mid"",""Factory Styles/Orchestral Tango.mid""]"
RHYTHM,DRUM,Break,e2a02b900d4bdaf1,7,5,"[""Factory Styles/60's Dance.mid"",""Factory Styles/Alpen Rock.mid"",""Factory Styles/Schlager 2.mid"",""Factory Styles/Schlager 3.mid"",""Factory Styles/Soca Dance.mid""]"
RHYTHM,ACC3,Variation 3,1e7588a7117d1611,7,5,"[""Factory Styles/8 Beat Analog 1.mid"",""Factory Styles/Classic Beat.mid"",""Factory Styles/Karma.mid"",""Factory Styles/Organ Ballad.mid"",""Factory Styles/Soft 8 Beat.mid""]"
RHYTHM,PERC,Variation 2,295ab2fd02be5343,7,5,"[""Factory Styles/Analog Ballad 1.mid"",""Factory Styles/German Polka.mid"",""Factory Styles/Medium Schlager.mid"",""Factory Styles/Rock Schlager.mid"",""Factory Styles/Schlager Rhumba.mid""]"
RHYTHM,ACC5,Variation 4,c19637d579edc933,7,5,"[""Factory Styles/Argentina Tango.mid"",""Factory Styles/Country Schlager.mid"",""Factory Styles/Fashion Funk.mid"",""Factory Styles/Guitar Beat.mid"",""Factory Styles/Slow & Jazzy.mid""]"
RHYTHM,ACC2,Variation 2,e9865b564f64dda5,7,5,"[""Factory Styles/German Waltz 1.mid"",""Factory Styles/German Waltz 2.mid"",""Factory Styles/Italian Mazurka2.mid"",""Factory Styles/Oberkr_ Waltz 1.mid"",""Factory Styles/Vienna Waltz.mid""]"
PERFORMANCE,ACC2,Break,b079cd60f97a92cc,7,5,"[""Factory Styles/HipHop Funk.mid"",""Factory Styles/House Garage.mid"",""Factory Styles/Rhythm & Blues.mid"",""Factory Styles/Schlager 2.mid"",""Factory Styles/Schlager 3.mid""]"
RHYTHM,ACC5,Variation 2,e5882406e029f464,6,5,"[""Factory Styles/70's Disco 1.mid"",""Factory Styles/Analog Ballad 2.mid"",""Factory Styles/Easy Beat 1.mid"",""Factory Styles/Philly Disco.mid"",""Factory Styles/Soft 16 Beat.mid""]"
RHYTHM,ACC3,Variation 4,e5882406e029f464,6,5,"[""Factory Styles/80's Dance.mid"",""Factory Styles/Island View.mid"",""Factory Styles/Pop 12_8.mid"",""Factory Styles/Real 16 Beat.mid"",""Factory Styles/Smooth Jazz.mid""]"
RHYTHM,PERC,Break,ab575b1c3401fa68,6,5,"[""Factory Styles/Acoustic Bld_3_4.mid"",""Factory Styles/Fox Schlager.mid"",""Factory Styles/Medium Schlager.mid"",""Factory Styles/Pop Funk 2.mid"",""Factory Styles/Volkst_ Schlager.mid""]"
RHYTHM,ACC2,Break,4c9a5afd9e915677,6,5,"[""Factory Styles/Bar Country.mid"",""Factory Styles/ClassicSchlager3.mid"",""Factory Styles/Operetta.mid"",""Factory Styles/Pop Ballad.mid"",""Factory Styles/Volkst_ Schlager.mid""]"
RHYTHM,PERC,Variation 2,12b2b3e22c35d031,6,5,"[""Factory Styles/Caribbean.mid"",""Factory Styles/Disco Schlager.mid"",""Factory Styles/Elektro Pop.mid"",""Factory Styles/Pop Schlager.mid"",""Factory Styles/Slow & Jazzy.mid""]"
RHYTHM,PERC,Variation 3,12b2b3e22c35d031,6,5,"[""Factory Styles/Caribbean.mid"",""Factory Styles/Disco Schlager.mid"",""Factory Styles/Elektro Pop.mid"",""Factory Styles/Pop Schlager.mid"",""Factory Styles/Rock Schlager.mid""]"
RHYTHM,ACC5,Variation 2,1e7588a7117d1611,6,5,"[""Factory Styles/Classic Funk.mid"",""Factory Styles/Hip Hindi Hop.mid"",""Factory Styles/Love Disco.mid"",""Factory Styles/Techno.mid"",""Factory Styles/Unplugged Latin.mid""]"
RHYTHM,ACC2,Fill 2,cbbb233e1293faca,6,5,"[""Factory Styles/Country Ballad 1.mid"",""Factory Styles/Funk R&B.mid"",""Factory Styles/Funky Ballad.mid"",""Factory Styles/Philly Disco.mid"",""Factory Styles/Soft Ballad.mid""]"
RHYTHM,ACC3,Fill 2,ea026ee5c50d7a3c,6,5,"[""Factory Styles/Country Beat 1.mid"",""Factory Styles/Italian Tango 1.mid"",""Factory Styles/Italian Tango 2.mid"",""Factory Styles/Miami Disco.mid"",""Factory Styles/Operetta.mid""]"
RHYTHM,DRUM,Fill 1,5047ee61fa8e27ad,6,5,"[""Factory Styles/Fox Shuffle 1.mid"",""Factory Styles/Gospel Swing.mid"",""Factory Styles/Pop Shuffle 1.mid"",""Factory Styles/Schlager 3.mid"",""Factory Styles/Slide Blues.mid""]"
RHYTHM,ACC4,Variation 3,1e7588a7117d1611,6,5,"[""Factory Styles/Groove Funk.mid"",""Factory Styles/Italian Fox.mid"",""Factory Styles/Karma.mid"",""Factory Styles/Slow Latin Pop.mid"",""Factory Styles/Unplugged Latin.mid""]"
PERFORMANCE,ACC5,Fill 2,fcc64df40ac60bc6,6,5,"[""Factory Styles/Analog Beat 2.mid"",""Factory Styles/Folk Ballad 2.mid"",""Factory Styles/Pop Funk 2.mid"",""Factory Styles/Schlager Rhumba.mid"",""Factory Styles/Unplugged Latin.mid""]"
PERFORMANCE,BASS,Break,cab2fb13ea1ad71d,6,5,"[""Factory Styles/Argentina Tango.mid"",""Factory Styles/Club House.mid"",""Factory Styles/HipHop.mid"",""Factory Styles/Pop 16 Beat.mid"",""Factory Styles/UnpluggedBallad3.mid""]"
PERFORMANCE,ACC1,Fill 1,cab2fb13ea1ad71d,6,5,"[""Factory Styles/Black Funk.mid"",""Factory Styles/French Waltz.mid"",""Factory Styles/Pop 12_8.mid"",""Factory Styles/Pop Chart 2.mid"",""Factory Styles/Schlager 2.mid""]"
PERFORMANCE,ACC3,Fill 2,008bedb44c21871a,6,5,"[""Factory Styles/Blue Ballad.mid"",""Factory Styles/Italian Waltz.mid"",""Factory Styles/Medium Schlager.mid"",""Factory Styles/Soft Ballad.mid"",""Factory Styles/Talkin' Jazz.mid""]"
PERFORMANCE,ACC4,Variation 3,827cbe89d728ef3e,6,5,"[""Factory Styles/Easy Beat 2.mid"",""Factory Styles/Groove Funk.mid"",""Factory Styles/Italian Polka 2.mid"",""Factory Styles/Karma.mid"",""Factory Styles/Unplugged Latin.mid""]"
RHYTHM,ACC2,Variation 3,e5882406e029f464,5,5,"[""Factory Styles/8 Beat Analog 2.mid"",""Factory Styles/80's Dance.mid"",""Factory Styles/Classic Funk.mid"",""Factory Styles/Groove Ballad.mid"",""Factory Styles/Groove Funk.mid""]"
RHYTHM,BASS,Break,44e7ac5775a11c12,5,5,"[""Factory Styles/Alpen Rock.mid"",""Factory Styles/Bluegrass.mid"",""Factory Styles/Take Beat.mid"",""Factory Styles/Unplugged Slow.mid"",""Factory Styles/UnpluggedBallad1.mid""]"
RHYTHM,ACC3,Ending 3,c19637d579edc933,5,5,"[""Factory Styles/Bavarian Pop.mid"",""Factory Styles/Blue Ballad.mid"",""Factory Styles/Little Shuffle.mid"",""Factory Styles/Pop 16 Beat.mid"",""Factory Styles/Pop Shuffle 1.mid""]"
RHYTHM,DRUM,Break,b08f3d8db9e31713,5,5,"[""Factory Styles/Big Band 40's.mid"",""Factory Styles/CountryShuffle 2.mid"",""Factory Styles/Gospel.mid"",""Factory Styles/Italian Fox.mid"",""Factory Styles/Unplugged Swing.mid""]"
RHYTHM,ACC3,Variation 2,c19637d579edc933,5,5,"[""Factory Styles/Blue Ballad.mid"",""Factory Styles/Country Schlager.mid"",""Factory Styles/Pop Schlager.mid"",""Factory Styles/Rock Schlager.mid"",""Factory Styles/SchlagerShuffle2.mid""]"
RHYTHM,PERC,Intro 2,12b2b3e22c35d031,5,5,"[""Factory Styles/Caribbean.mid"",""Factory Styles/Easy Pop 1.mid"",""Factory Styles/Funky Ballad.mid"",""Factory Styles/Pop Schlager.mid"",""Factory Styles/Samba Medley.mid""]"
RHYTHM,PERC,Break,80dd7d07626917e4,5,5,"[""Factory Styles/ClassicSchlager3.mid"",""Factory Styles/Jive.mid"",""Factory Styles/Operetta.mid"",""Factory Styles/Standard 8 Beat.mid"",""Factory Styles/Wave Jazz.mid""]"
RHYTHM,ACC2,Break,6696778b003652da,5,5,"[""Factory Styles/Country 3_4.mid"",""Factory Styles/French Waltz.mid"",""Factory Styles/German Waltz 1.mid"",""Factory Styles/German Waltz 2.mid"",""Factory Styles/German Waltz 3.mid""]"
RHYTHM,BASS,Fill 1,653d112d74dc6c37,5,5,"[""Factory Styles/Country Boogie.mid"",""Factory Styles/Irish Fox.mid"",""Factory Styles/Italian Fox.mid"",""Factory Styles/Orchestral Tango.mid"",""Factory Styles/UnpluggedBallad1.mid""]"
RHYTHM,ACC2,Variation 4,1e7588a7117d1611,5,5,"[""Factory Styles/Fox Shuffle 2.mid"",""Factory Styles/Pop Funk.mid"",""Factory Styles/Techno.mid"",""Factory Styles/Unplugged Slow.mid"",""Factory Styles/UnpluggedBallad1.mid""]"
RHYTHM,ACC1,Fill 2,ea026ee5c50d7a3c,5,5,"[""Factory Styles/Foxtrot 2.mid"",""Factory Styles/Miami Disco.mid"",""Factory Styles/Orchestral Tango.mid"",""Factory Styles/Quick Step 2.mid"",""Factory Styles/Slow Fox.mid""]"
RHYTHM,BASS,Intro 3,5f42c849d22e03d9,5,5,"[""Factory Styles/German Waltz 2.mid"",""Factory Styles/Irish Waltz.mid"",""Factory Styles/Slow Waltz 2.mid"",""Factory Styles/Unplugged 3_4.mid"",""Factory Styles/Vienna Waltz.mid""]"
RHYTHM,BASS,Break,cead3ac21ebc79c3,5,5,"[""Factory Styles/German Waltz 2.mid"",""Factory Styles/Irish Waltz.mid"",""Factory Styles/Slow Waltz 2.mid"",""Factory Styles/Unplugged 3_4.mid"",""Factory Styles/Vienna Waltz.mid""]"
RHYTHM,ACC2,Variation 2,e5882406e029f464,5,5,"[""Factory Styles/Groove Funk.mid"",""Factory Styles/Medium BigBand2.mid"",""Factory Styles/Orchestral Tango.mid"",""Factory Styles/Real 8 Beat.mid"",""Factory Styles/Standard 16 Beat.mid""]"
PERFORMANCE,ACC4,Fill 2,91cbcfd0604660a0,5,5,"[""Factory Styles/8 Beat Analog 1.mid"",""Factory Styles/Half Beat.mid"",""Factory Styles/Italian Fox.mid"",""Factory Styles/Modern Beat.mid"",""Factory Styles/Real 8 Beat.mid""]"
PERFORMANCE,ACC4,Break,fcc64df40ac60bc6,5,5,"[""Factory Styles/Alpen Ballade.mid"",""Factory Styles/French Waltz.mid"",""Factory Styles/Little Shuffle.mid"",""Factory Styles/Rock Schlager.mid"",""Factory Styles/Schlager Rhumba.mid""]"
PERFORMANCE,ACC5,Fill 2,cf40a5513b7006af,5,5,"[""Factory Styles/Analog Ballad 2.mid"",""Factory Styles/Easy Beat 1.mid"",""Factory Styles/Pop 16 Beat.mid"",""Factory Styles/Pop Chart 2.mid"",""Factory Styles/Pop Hit Ballad.mid""]"
PERFORMANCE,ACC3,Break,cf40a5513b7006af,5,5,"[""Factory Styles/Argentina Tango.mid"",""Factory Styles/Modern Country.mid"",""Factory Styles/Moonlight Ballad.mid"",""Factory Styles/Organ Evergreens.mid"",""Factory Styles/Unplugged 3_4.mid""]"
PERFORMANCE,ACC3,Break,29b68bc28cd76881,5,5,"[""Factory Styles/Ballad 6_8 2.mid"",""Factory Styles/British Pop.mid"",""Factory Styles/Country Schlager.mid"",""Factory Styles/Karma.mid"",""Factory Styles/Modern Ballad.mid""]"
PERFORMANCE,BASS,Break,cf40a5513b7006af,5,5,"[""Factory Styles/Barry Dance.mid"",""Factory Styles/Desert Shuffle.mid"",""Factory Styles/Jazz Funk.mid"",""Factory Styles/Motown Shuffle 1.mid"",""Factory Styles/Pop Hit Ballad.mid""]"
PERFORMANCE,ACC4,Break,02a1f226febef658,5,5,"[""Factory Styles/Barry Dance.mid"",""Factory Styles/Fox Shuffle 2.mid"",""Factory Styles/Funky Disco.mid"",""Factory Styles/German Waltz 3.mid"",""Factory Styles/Talkin' Jazz.mid""]"
PERFORMANCE,ACC5,Fill 2,827cbe89d728ef3e,5,5,"[""Factory Styles/Classic Beat.mid"",""Factory Styles/Fast Pop.mid"",""Factory Styles/Real 16 Beat.mid"",""Factory Styles/Soft 16 Beat.mid"",""Factory Styles/Waltz Ballad.mid""]"
PERFORMANCE,ACC5,Variation 4,7a1899becfa94bb8,5,5,"[""Factory Styles/Easy Pop 2.mid"",""Factory Styles/Folk Beat.mid"",""Factory Styles/Kool Beat.mid"",""Factory Styles/Modern Latin.mid"",""Factory Styles/Pop Groove.mid""]"
PERFORMANCE,ACC3,Break,008bedb44c21871a,5,5,"[""Factory Styles/French Waltz.mid"",""Factory Styles/Groove Funk.mid"",""Factory Styles/Soft Ballad.mid"",""Factory Styles/Soft HipHop.mid"",""Factory Styles/Unplugged.mid""]"
PERFORMANCE,ACC5,Fill 2,7a1899becfa94bb8,5,5,"[""Factory Styles/French Waltz.mid"",""Factory Styles/Half Beat.mid"",""Factory Styles/Kool Beat.mid"",""Factory Styles/Modern Beat.mid"",""Factory Styles/Pop Groove.mid""]"
PERFORMANCE,ACC1,Break,02a1f226febef658,5,5,"[""Factory Styles/Funk R&B.mid"",""Factory Styles/Gospel Swing.mid"",""Factory Styles/Medium Schlager.mid"",""Factory Styles/Pop Shuffle 2.mid"",""Factory Styles/Pop Shuffle 3.mid""]"
PERFORMANCE,ACC5,Ending 3,827cbe89d728ef3e,5,5,"[""Factory Styles/Half Beat.mid"",""Factory Styles/Modern Beat.mid"",""Factory Styles/Unplugged 16 Bt.mid"",""Factory Styles/Unplugged 8 Bt.mid"",""Factory Styles/Waltz Ballad.mid""]"
PERFORMANCE,BASS,Intro 3,a28af6a2e75614fa,5,5,"[""Factory Styles/Modern Ballad.mid"",""Factory Styles/Party Polka.mid"",""Factory Styles/Schlager 4.mid"",""Factory Styles/SchlagerShuffle2.mid"",""Factory Styles/Volkst_ Schlager.mid""]"
RHYTHM,DRUM,Variation 2,ec975196a2c3688b,12,4,"[""Factory Styles/German Waltz 1.mid"",""Factory Styles/German Waltz 2.mid"",""Factory Styles/German Waltz 3.mid"",""Factory Styles/Oberkr_ Waltz 1.mid""]"
RHYTHM,DRUM,Variation 1,ec975196a2c3688b,10,4,"[""Factory Styles/German Waltz 1.mid"",""Factory Styles/German Waltz 2.mid"",""Factory Styles/German Waltz 3.mid"",""Factory Styles/Oberkr_ Waltz 1.mid""]"
RHYTHM,ACC3,Variation 3,a6a795ffd4fa67b3,9,4,"[""Factory Styles/Color Ballad.mid"",""Factory Styles/Disco Latin.mid"",""Factory Styles/Funky Disco.mid"",""Factory Styles/Pop Ballad.mid""]"
RHYTHM,BASS,Variation 1,acca32a745253201,9,4,"[""Factory Styles/German Waltz 1.mid"",""Factory Styles/German Waltz 2.mid"",""Factory Styles/Oberkr_ Waltz 1.mid"",""Factory Styles/Vienna Waltz.mid""]"
RHYTHM,PERC,Intro 1,17a6c40e4eb47041,8,4,"[""Factory Styles/Acoustic Bld_3_4.mid"",""Factory Styles/Analog Ballad 1.mid"",""Factory Styles/Country 8 Beat.mid"",""Factory Styles/Dance Mix.mid""]"
RHYTHM,BASS,Variation 1,4b12f5a377bdecba,8,4,"[""Factory Styles/Argentina Tango.mid"",""Factory Styles/Big Band 40's.mid"",""Factory Styles/Easy Listening.mid"",""Factory Styles/Pop Shuffle 2.mid""]"
RHYTHM,PERC,Variation 1,ced3e80fd8da78f7,8,4,"[""Factory Styles/Dance Mix.mid"",""Factory Styles/Easy Listening.mid"",""Factory Styles/Party Polka.mid"",""Factory Styles/Pop Ballad.mid""]"
RHYTHM,PERC,Fill 1,eff7f5b5b7138bb4,8,4,"[""Factory Styles/German Waltz 1.mid"",""Factory Styles/German Waltz 2.mid"",""Factory Styles/Oberkr_ Waltz 1.mid"",""Factory Styles/Oberkr_ Waltz 2.mid""]"
RHYTHM,DRUM,Fill 1,ab575b1c3401fa68,7,4,"[""Factory Styles/60's Dance.mid"",""Factory Styles/Disco Schlager.mid"",""Factory Styles/Pop Schlager.mid"",""Factory Styles/Take Beat.mid""]"
RHYTHM,ACC4,Variation 3,a6a795ffd4fa67b3,7,4,"[""Factory Styles/Disco Latin.mid"",""Factory Styles/Easy Beat 2.mid"",""Factory Styles/Pop Ballad.mid"",""Factory Styles/Slow Band.mid""]"
RHYTHM,DRUM,Break,d80912aa7c63e4ea,7,4,"[""Factory Styles/German Waltz 1.mid"",""Factory Styles/German Waltz 2.mid"",""Factory Styles/Oberkr_ Waltz 1.mid"",""Factory Styles/Oberkr_ Waltz 2.mid""]"
RHYTHM,PERC,Break,eff7f5b5b7138bb4,7,4,"[""Factory Styles/German Waltz 1.mid"",""Factory Styles/German Waltz 2.mid"",""Factory Styles/Oberkr_ Waltz 1.mid"",""Factory Styles/Oberkr_ Waltz 2.mid""]"
RHYTHM,BASS,Variation 4,93b5c2399bacfb08,6,4,"[""Factory Styles/70's Disco 1.mid"",""Factory Styles/Dance Schlager.mid"",""Factory Styles/Fox Schlager.mid"",""Factory Styles/Half Beat.mid""]"
RHYTHM,BASS,Variation 3,abe69ae507a0b9ec,6,4,"[""Factory Styles/80's Dance.mid"",""Factory Styles/Argentina Tango.mid"",""Factory Styles/Orchestral Tango.mid"",""Factory Styles/Show Time.mid""]"
RHYTHM,ACC1,Fill 1,410e97d4a0136d33,6,4,"[""Factory Styles/Acoustic Bld_3_4.mid"",""Factory Styles/Disco Latin.mid"",""Factory Styles/Hollywood 1.mid"",""Factory Styles/Hollywood 2.mid""]"
RHYTHM,BASS,Fill 1,692031560615db20,6,4,"[""Factory Styles/Acoustic Bld_3_4.mid"",""Factory Styles/Alpen Rock.mid"",""Factory Styles/Bluegrass.mid"",""Factory Styles/Show Time.mid""]"
RHYTHM,ACC4,Variation 1,c19637d579edc933,6,4,"[""Factory Styles/Alpen Rock.mid"",""Factory Styles/Schlager 3.mid"",""Factory Styles/Schlager Rhumba.mid"",""Factory Styles/SchlagerShuffle1.mid""]"
RHYTHM,ACC1,Variation 1,c19637d579edc933,6,4,"[""Factory Styles/Analog Ballad 1.mid"",""Factory Styles/Black Funk.mid"",""Factory Styles/Folk Beat.mid"",""Factory Styles/Take Beat.mid""]"
RHYTHM,ACC1,Variation 2,c19637d579edc933,6,4,"[""Factory Styles/Analog Ballad 1.mid"",""Factory Styles/Black Funk.mid"",""Factory Styles/Guitar Beat.mid"",""Factory Styles/Take Beat.mid""]"
RHYTHM,ACC2,Variation 1,295ab2fd02be5343,6,4,"[""Factory Styles/Bavarian Pop.mid"",""Factory Styles/Country Schlager.mid"",""Factory Styles/Rock Schlager.mid"",""Factory Styles/Take Beat.mid""]"
RHYTHM,ACC3,Ending 2,c19637d579edc933,6,4,"[""Factory Styles/Bavarian Pop.mid"",""Factory Styles/Pop Ballad.mid"",""Factory Styles/Soft 16 Beat.mid"",""Factory Styles/Soft 8 Beat.mid""]"
RHYTHM,DRUM,Break,0b04467b6a4eea37,6,4,"[""Factory Styles/Blues Ballad.mid"",""Factory Styles/Blues.mid"",""Factory Styles/ClassicSchlager1.mid"",""Factory Styles/Disco Gully.mid""]"
RHYTHM,DRUM,Variation 1,9f635c71e82e80df,6,4,"[""Factory Styles/Club House.mid"",""Factory Styles/Country Schlager.mid"",""Factory Styles/Party Mix.mid"",""Factory Styles/Schlager 3.mid""]"
RHYTHM,ACC3,Variation 2,a6a795ffd4fa67b3,6,4,"[""Factory Styles/Color Ballad.mid"",""Factory Styles/Funky Disco.mid"",""Factory Styles/Operetta.mid"",""Factory Styles/Pop Ballad.mid""]"
RHYTHM,BASS,Ending 3,cd20e4220015f903,6,4,"[""Factory Styles/Country 16 Beat.mid"",""Factory Styles/Country 8 Beat.mid"",""Factory Styles/Schlager 4.mid"",""Factory Styles/Slow Latin Pop.mid""]"
RHYTHM,BASS,Intro 2,cd8113e3c63bc8b1,6,4,"[""Factory Styles/Half Beat.mid"",""Factory Styles/Modern Beat.mid"",""Factory Styles/Pop Ballad.mid"",""Factory Styles/Pop Funk.mid""]"
RHYTHM,ACC2,Fill 1,3dff5711a4c0d75a,6,4,"[""Factory Styles/Italian Mazurka2.mid"",""Factory Styles/Musette Waltz.mid"",""Factory Styles/Slow Waltz 2.mid"",""Factory Styles/Vienna Waltz.mid""]"
RHYTHM,PERC,Fill 2,e77b4151451d09d8,6,4,"[""Factory Styles/Pop 12_8.mid"",""Factory Styles/Pop Shuffle 2.mid"",""Factory Styles/Pop Shuffle 3.mid"",""Factory Styles/SchlagerShuffle2.mid""]"
RHYTHM,BASS,Variation 2,9f635c71e82e80df,6,4,"[""Factory Styles/Pop Schlager.mid"",""Factory Styles/SchlagerShuffle1.mid"",""Factory Styles/Tap Dance.mid"",""Factory Styles/Volkst_ Schlager.mid""]"
PERFORMANCE,ACC3,Variation 3,fcc64df40ac60bc6,6,4,"[""Factory Styles/8 Beat Analog 1.mid"",""Factory Styles/Bavarian Pop.mid"",""Factory Styles/Country Schlager.mid"",""Factory Styles/Slow Waltz 1.mid""]"
PERFORMANCE,ACC3,Variation 3,827cbe89d728ef3e,6,4,"[""Factory Styles/Ballad 6_8 2.mid"",""Factory Styles/Color Ballad.mid"",""Factory Styles/Karma.mid"",""Factory Styles/Slow Waltz 1.mid""]"
PERFORMANCE,ACC3,Fill 2,29b68bc28cd76881,6,4,"[""Factory Styles/Ballad 6_8 2.mid"",""Factory Styles/Italian Mazurka2.mid"",""Factory Styles/Modern Ballad.mid"",""Factory Styles/Slow Waltz 1.mid""]"
RHYTHM,ACC3,Variation 3,1b44db378d271dbf,5,4,"[""Factory Styles/70's Disco 1.mid"",""Factory Styles/Al Funk.mid"",""Factory Styles/Dance Fever.mid"",""Factory Styles/Love Disco.mid""]"
RHYTHM,ACC4,Variation 1,1e7588a7117d1611,5,4,"[""Factory Styles/8 Beat Analog 1.mid"",""Factory Styles/Groove Ballad.mid"",""Factory Styles/Medium BigBand1.mid"",""Factory Styles/Movie Ballad.mid""]"
RHYTHM,ACC3,Variation 1,1e7588a7117d1611,5,4,"[""Factory Styles/80's Dance.mid"",""Factory Styles/Movie Ballad.mid"",""Factory Styles/Organ Ballad.mid"",""Factory Styles/Organ Evergreens.mid""]"
RHYTHM,ACC3,Variation 2,1e7588a7117d1611,5,4,"[""Factory Styles/80's Dance.mid"",""Factory Styles/Miami Disco.mid"",""Factory Styles/Movie Ballad.mid"",""Factory Styles/Organ Ballad.mid""]"
RHYTHM,ACC1,Fill 2,25c286ca240f27f1,5,4,"[""Factory Styles/Analog Ballad 1.mid"",""Factory Styles/Pop Ballad.mid"",""Factory Styles/Soft 8 Beat.mid"",""Factory Styles/Standard 8 Beat.mid""]"
RHYTHM,ACC5,Variation 3,c19637d579edc933,5,4,"[""Factory Styles/Analog Beat 2.mid"",""Factory Styles/Country Schlager.mid"",""Factory Styles/Folk Beat.mid"",""Factory Styles/Schlager Rhumba.mid""]"
RHYTHM,ACC3,Fill 2,0e72a4788c62d97d,5,4,"[""Factory Styles/Ballad 6_8 2.mid"",""Factory Styles/ClassicSchlager2.mid"",""Factory Styles/Pop 6_8.mid"",""Factory Styles/Slow 6_8.mid""]"
RHYTHM,ACC2,Break,ac076306716bfe56,5,4,"[""Factory Styles/Classic Beat.mid"",""Factory Styles/Dance Mix.mid"",""Factory Styles/Groove It Up.mid"",""Factory Styles/Soft 16 Beat.mid""]"
RHYTHM,BASS,Fill 1,da278b06b01b5d69,5,4,"[""Factory Styles/ClassicSchlager1.mid"",""Factory Styles/Gospel.mid"",""Factory Styles/SchlagerShuffle1.mid"",""Factory Styles/Slow Band.mid""]"
RHYTHM,ACC3,Fill 1,ab575b1c3401fa68,5,4,"[""Factory Styles/Country Beat 2.mid"",""Factory Styles/Easy Beat 2.mid"",""Factory Styles/Fast Pop.mid"",""Factory Styles/Moonlight Ballad.mid""]"
RHYTHM,BASS,Fill 1,7f375016f5a7304b,5,4,"[""Factory Styles/Country Pop.mid"",""Factory Styles/Easy Beat 1.mid"",""Factory Styles/Motown Shuffle 2.mid"",""Factory Styles/Oriental Ballad.mid""]"
RHYTHM,BASS,Fill 1,6696778b003652da,5,4,"[""Factory Styles/French Waltz.mid"",""Factory Styles/Italian Mazurka2.mid"",""Factory Styles/Musette Waltz.mid"",""Factory Styles/Unplugged 3_4.mid""]"
RHYTHM,ACC4,Ending 2,c19637d579edc933,5,4,"[""Factory Styles/Kool Funk.mid"",""Factory Styles/Pop Ballad.mid"",""Factory Styles/Real 16 Beat.mid"",""Factory Styles/Real 8 Beat.mid""]"
PERFORMANCE,ACC4,Variation 4,91cbcfd0604660a0,5,4,"[""Factory Styles/8 Beat Analog 1.mid"",""Factory Styles/Funky Sisters.mid"",""Factory Styles/Real 8 Beat.mid"",""Factory Styles/UnpluggedBallad3.mid""]"
PERFORMANCE,ACC2,Break,008bedb44c21871a,5,4,"[""Factory Styles/Al Funk.mid"",""Factory Styles/Ballad 6_8 1.mid"",""Factory Styles/German Waltz 2.mid"",""Factory Styles/Groove Ballad.mid""]"
PERFORMANCE,ACC3,Fill 1,827cbe89d728ef3e,5,4,"[""Factory Styles/Color Ballad.mid"",""Factory Styles/Groove.mid"",""Factory Styles/Polka Pop.mid"",""Factory Styles/Slow Waltz 1.mid""]"
PERFORMANCE,ACC2,Fill 1,cf40a5513b7006af,5,4,"[""Factory Styles/Country QuikStep.mid"",""Factory Styles/Groove Funk.mid"",""Factory Styles/Karma.mid"",""Factory Styles/Real 8 Beat.mid""]"
PERFORMANCE,ACC5,Fill 1,91cbcfd0604660a0,5,4,"[""Factory Styles/Disco Gully.mid"",""Factory Styles/Easy Listening.mid"",""Factory Styles/Italian Tango 1.mid"",""Factory Styles/Motown Shuffle 2.mid""]"
